9.08E-01,5.51E-01,3.45E-01,4.00E-01,0.631537908
9.08E-01,5.55E-01,3.44E-01,3.88E-01,0.618322321
9.09E-01,5.41E-01,3.45E-01,3.82E-01,0.640626193
9.09E-01,5.47E-01,3.43E-01,3.72E-01,0.612763467
9.09E-01,5.31E-01,3.44E-01,3.59E-01,0.716209638
9.10E-01,5.21E-01,3.45E-01,3.49E-01,0.623884266
9.10E-01,5.19E-01,3.43E-01,3.44E-01,0.570638224
9.10E-01,5.03E-01,3.41E-01,3.49E-01,0.581023003
9.11E-01,5.02E-01,3.38E-01,3.64E-01,0.680683535
9.11E-01,4.97E-01,3.35E-01,3.71E-01,0.590130295
9.11E-01,4.93E-01,2.93E-01,3.88E-01,0.609544948
9.12E-01,4.84E-01,2.42E-01,4.11E-01,0.641113421
9.12E-01,4.85E-01,2.88E-01,4.20E-01,0.540074495
9.12E-01,5.06E-01,3.61E-01,4.40E-01,0.592539858
9.13E-01,5.22E-01,3.66E-01,4.64E-01,0.621895947
9.13E-01,5.37E-01,3.59E-01,4.84E-01,0.600060915
9.14E-01,5.40E-01,3.52E-01,4.92E-01,0.54106425
9.14E-01,5.32E-01,3.47E-01,4.97E-01,0.545207314
9.14E-01,5.38E-01,3.47E-01,5.08E-01,0.555919848
9.15E-01,5.37E-01,3.44E-01,5.10E-01,0.573477686
9.15E-01,5.31E-01,3.40E-01,5.06E-01,0.559419609
9.15E-01,5.25E-01,3.40E-01,5.09E-01,0.557294379
9.16E-01,5.22E-01,3.38E-01,5.08E-01,0.613382817
9.16E-01,5.19E-01,3.36E-01,5.07E-01,0.610031712
9.16E-01,5.17E-01,3.34E-01,5.06E-01,0.620503955
9.17E-01,5.15E-01,3.26E-01,5.12E-01,0.625774613
9.17E-01,5.16E-01,2.91E-01,5.21E-01,0.627127819
9.17E-01,5.23E-01,2.48E-01,5.29E-01,0.607404264
9.18E-01,5.35E-01,2.87E-01,5.34E-01,0.644040036
9.18E-01,5.52E-01,3.42E-01,5.34E-01,0.610957802
9.18E-01,5.54E-01,3.45E-01,5.45E-01,0.643577842
9.19E-01,5.75E-01,3.38E-01,5.61E-01,0.626204666
9.19E-01,5.84E-01,3.32E-01,5.78E-01,0.651847589
9.19E-01,6.03E-01,3.33E-01,5.91E-01,0.660492377
9.20E-01,5.97E-01,3.31E-01,5.87E-01,0.67361741
9.20E-01,6.09E-01,3.30E-01,5.90E-01,0.679187854
9.20E-01,6.02E-01,3.28E-01,5.81E-01,0.688411351
9.21E-01,5.91E-01,3.24E-01,5.77E-01,0.677826303
9.21E-01,6.03E-01,3.25E-01,5.79E-01,0.708468378
9.22E-01,5.94E-01,3.25E-01,5.86E-01,0.652993263
9.22E-01,5.91E-01,3.23E-01,5.95E-01,0.659135772
9.22E-01,5.79E-01,3.23E-01,6.01E-01,0.660544917
9.23E-01,5.82E-01,3.18E-01,5.98E-01,0.656112421
9.23E-01,5.85E-01,3.12E-01,5.98E-01,0.688295146
9.23E-01,5.83E-01,2.95E-01,6.01E-01,0.674407515
9.24E-01,5.83E-01,3.10E-01,6.06E-01,0.568845694
9.24E-01,6.09E-01,3.19E-01,6.07E-01,0.652436343
9.24E-01,6.11E-01,3.15E-01,6.09E-01,0.649180736
9.25E-01,6.10E-01,3.11E-01,6.17E-01,0.655924051
9.25E-01,6.13E-01,3.08E-01,6.17E-01,0.69897322
9.25E-01,6.15E-01,3.03E-01,6.05E-01,0.66431634
9.26E-01,6.03E-01,3.02E-01,5.92E-01,0.675784673
9.26E-01,6.11E-01,3.01E-01,5.89E-01,0.62848906
9.26E-01,6.14E-01,3.02E-01,5.83E-01,0.672524585
9.27E-01,6.13E-01,2.99E-01,5.89E-01,0.65583257
9.27E-01,6.10E-01,2.98E-01,5.87E-01,0.659004731
9.27E-01,6.05E-01,2.99E-01,5.80E-01,0.69464364
9.28E-01,5.97E-01,2.82E-01,5.71E-01,0.646847201
9.28E-01,5.91E-01,2.39E-01,5.61E-01,0.721919003
9.28E-01,5.97E-01,1.85E-01,5.62E-01,0.658980779
9.29E-01,6.04E-01,2.26E-01,5.60E-01,0.684013315
9.29E-01,6.18E-01,3.16E-01,5.65E-01,0.626403698
9.29E-01,6.34E-01,3.29E-01,5.82E-01,0.645285845
9.30E-01,6.55E-01,3.22E-01,6.03E-01,0.690629917
9.30E-01,6.58E-01,3.15E-01,6.14E-01,0.681889012
9.31E-01,6.73E-01,3.11E-01,6.19E-01,0.646832521
9.31E-01,6.67E-01,3.08E-01,6.17E-01,0.660308334
9.31E-01,6.79E-01,3.03E-01,6.15E-01,0.633689872
9.32E-01,6.63E-01,2.99E-01,6.09E-01,0.640319454
9.32E-01,6.54E-01,2.95E-01,5.96E-01,0.633180546
9.32E-01,6.40E-01,2.91E-01,5.93E-01,0.638922052
9.33E-01,6.48E-01,2.90E-01,5.84E-01,0.641624138
9.33E-01,6.40E-01,2.88E-01,5.74E-01,0.585247813
9.33E-01,6.26E-01,2.66E-01,5.67E-01,0.592317955
9.34E-01,6.19E-01,2.34E-01,5.61E-01,0.609202667
9.34E-01,6.16E-01,2.28E-01,5.54E-01,0.590537787
9.34E-01,6.17E-01,2.50E-01,5.48E-01,0.621217876
9.35E-01,6.21E-01,3.18E-01,5.43E-01,0.578781722
9.35E-01,6.35E-01,3.22E-01,5.45E-01,0.61427352
9.35E-01,6.41E-01,3.12E-01,5.54E-01,0.617140796
9.36E-01,6.56E-01,3.03E-01,5.61E-01,0.608857296
9.36E-01,6.58E-01,2.96E-01,5.69E-01,0.587162575
9.36E-01,6.56E-01,2.93E-01,5.66E-01,0.589395358
9.37E-01,6.49E-01,2.92E-01,5.62E-01,0.634634814
9.37E-01,6.34E-01,2.88E-01,5.53E-01,0.594742662
9.37E-01,6.31E-01,2.88E-01,5.39E-01,0.598144298
9.38E-01,6.34E-01,2.87E-01,5.37E-01,0.597203529
9.38E-01,6.13E-01,2.84E-01,5.34E-01,0.58189578
9.39E-01,6.08E-01,2.79E-01,5.29E-01,0.60527687
9.39E-01,5.96E-01,2.59E-01,5.28E-01,0.571437446
9.39E-01,5.86E-01,2.48E-01,5.31E-01,0.62307979
9.40E-01,5.88E-01,2.52E-01,5.32E-01,0.627978035
9.40E-01,5.81E-01,2.79E-01,5.29E-01,0.538711399
9.40E-01,5.97E-01,2.87E-01,5.35E-01,0.571681137
9.41E-01,6.02E-01,2.85E-01,5.43E-01,0.564650708
9.41E-01,5.94E-01,2.81E-01,5.34E-01,0.570167994
9.41E-01,5.89E-01,2.78E-01,5.31E-01,0.546838517
9.42E-01,5.76E-01,2.76E-01,5.27E-01,0.566466882
9.42E-01,5.77E-01,2.75E-01,5.32E-01,0.57794835
9.42E-01,5.86E-01,2.72E-01,5.32E-01,0.487376721
9.43E-01,5.77E-01,2.69E-01,5.25E-01,0.575212886
9.43E-01,5.67E-01,2.67E-01,5.24E-01,0.537951273
9.43E-01,5.69E-01,2.64E-01,5.22E-01,0.528343
9.44E-01,5.57E-01,2.61E-01,5.13E-01,0.561589808
9.44E-01,5.58E-01,2.60E-01,5.00E-01,0.521700747
9.44E-01,5.46E-01,2.59E-01,4.86E-01,0.567990069
9.45E-01,5.50E-01,2.39E-01,4.77E-01,0.60048216
9.45E-01,5.32E-01,2.00E-01,4.75E-01,0.565454102
9.45E-01,5.40E-01,2.15E-01,4.81E-01,0.55011993
9.46E-01,5.52E-01,2.73E-01,4.83E-01,0.576584481
9.46E-01,5.54E-01,2.75E-01,4.90E-01,0.530385249
9.47E-01,5.65E-01,2.74E-01,4.98E-01,0.545123405
9.47E-01,5.72E-01,2.72E-01,5.05E-01,0.530876804
9.47E-01,5.82E-01,2.72E-01,5.07E-01,0.575863915
9.48E-01,5.73E-01,2.72E-01,5.05E-01,0.54550509
9.48E-01,5.71E-01,2.70E-01,5.04E-01,0.566259505
9.48E-01,5.77E-01,2.65E-01,5.03E-01,0.553968153
9.49E-01,5.60E-01,2.61E-01,4.96E-01,0.5737597
9.49E-01,5.55E-01,2.57E-01,4.94E-01,0.58355279
9.49E-01,5.49E-01,2.57E-01,4.93E-01,0.574241056
9.50E-01,5.51E-01,2.38E-01,4.93E-01,0.520721036
9.50E-01,5.41E-01,1.78E-01,4.87E-01,0.543488493
9.50E-01,5.39E-01,1.49E-01,4.84E-01,0.544635249
9.51E-01,5.30E-01,1.18E-01,4.85E-01,0.519072681
9.51E-01,5.25E-01,8.49E-02,4.92E-01,0.554509775
9.51E-01,5.36E-01,1.77E-01,4.95E-01,0.505688658
9.51E-01,5.36E-01,1.77E-01,4.95E-01,0.554870754
9.52E-01,5.63E-01,2.91E-01,4.91E-01,0.538905796
9.52E-01,5.81E-01,3.32E-01,4.96E-01,0.521064553
9.52E-01,5.62E-01,3.26E-01,5.07E-01,0.508842894
9.53E-01,5.78E-01,3.10E-01,5.21E-01,0.552941156
9.53E-01,5.81E-01,2.90E-01,5.39E-01,0.526460688
9.53E-01,5.70E-01,2.77E-01,5.50E-01,0.539308806
9.54E-01,5.62E-01,2.69E-01,5.53E-01,0.532398755
9.54E-01,5.52E-01,2.63E-01,5.55E-01,0.562255826
9.54E-01,5.64E-01,2.59E-01,5.64E-01,0.523585377
9.55E-01,5.55E-01,2.17E-01,5.69E-01,0.525096202
9.55E-01,5.38E-01,1.71E-01,5.64E-01,0.515389957
9.56E-01,5.34E-01,1.41E-01,5.68E-01,0.560834009
9.56E-01,5.41E-01,1.73E-01,5.79E-01,0.530918218
9.56E-01,5.47E-01,2.54E-01,5.87E-01,0.509014266
9.57E-01,5.55E-01,2.79E-01,5.97E-01,0.530554767
9.57E-01,5.53E-01,2.78E-01,6.09E-01,0.553943892
9.57E-01,5.52E-01,2.70E-01,6.32E-01,0.505184586
9.58E-01,5.55E-01,2.66E-01,6.65E-01,0.54974288
9.58E-01,5.52E-01,2.64E-01,6.84E-01,0.545834854
9.58E-01,5.40E-01,2.61E-01,6.88E-01,0.549884274
9.59E-01,5.44E-01,2.59E-01,6.91E-01,0.528555013
9.59E-01,5.37E-01,2.59E-01,6.94E-01,0.581525067
9.59E-01,5.36E-01,2.58E-01,6.89E-01,0.52474774
9.60E-01,5.37E-01,2.43E-01,6.88E-01,0.522081969
9.60E-01,5.32E-01,2.37E-01,6.85E-01,0.580147909
9.60E-01,5.30E-01,2.53E-01,6.90E-01,0.550001715
9.61E-01,5.49E-01,2.61E-01,6.93E-01,0.565642163
9.61E-01,5.41E-01,2.61E-01,6.93E-01,0.541414566
9.61E-01,5.47E-01,2.60E-01,6.90E-01,0.569456236
9.62E-01,5.38E-01,2.56E-01,6.81E-01,0.561589962
9.62E-01,5.44E-01,2.56E-01,6.79E-01,0.582187376
9.62E-01,5.44E-01,2.55E-01,6.75E-01,0.528147676
9.63E-01,5.41E-01,2.56E-01,6.69E-01,0.566338469
9.63E-01,5.35E-01,2.57E-01,6.58E-01,0.558441599
9.64E-01,5.31E-01,2.57E-01,6.50E-01,0.569488532
9.64E-01,5.27E-01,2.54E-01,6.47E-01,0.609824026
9.64E-01,5.19E-01,2.45E-01,6.52E-01,0.561700605
9.65E-01,5.24E-01,2.37E-01,6.53E-01,0.575330019
9.65E-01,5.20E-01,2.33E-01,6.58E-01,0.602588229
9.65E-01,5.23E-01,2.58E-01,6.58E-01,0.574266399
9.66E-01,5.31E-01,2.61E-01,6.60E-01,0.582712464
9.66E-01,5.26E-01,2.59E-01,6.60E-01,0.515823255
9.66E-01,5.46E-01,2.60E-01,6.57E-01,0.558638468
9.67E-01,5.43E-01,2.58E-01,6.50E-01,0.576450969
9.67E-01,5.40E-01,2.58E-01,6.39E-01,0.583423913
9.67E-01,5.44E-01,2.58E-01,6.30E-01,0.56776044
9.68E-01,5.46E-01,2.57E-01,6.22E-01,0.599529801
9.68E-01,5.43E-01,2.55E-01,6.14E-01,0.512532416
9.68E-01,5.34E-01,2.55E-01,6.09E-01,0.525195254
9.69E-01,5.42E-01,2.53E-01,6.01E-01,0.575060058
9.69E-01,5.31E-01,2.51E-01,5.89E-01,0.564727664
9.69E-01,5.33E-01,2.38E-01,5.86E-01,0.550696784
9.70E-01,5.32E-01,2.45E-01,5.70E-01,0.558309322
9.70E-01,5.27E-01,2.37E-01,5.65E-01,0.571843547
9.70E-01,5.33E-01,2.02E-01,5.61E-01,0.579448822
9.71E-01,5.36E-01,1.89E-01,5.58E-01,0.518670597
9.71E-01,5.50E-01,2.56E-01,5.59E-01,0.486779005
9.72E-01,5.76E-01,2.75E-01,5.64E-01,0.52207007
9.72E-01,6.14E-01,2.76E-01,5.85E-01,0.576980538
9.72E-01,6.29E-01,2.71E-01,5.95E-01,0.545873795
9.73E-01,6.35E-01,2.67E-01,6.01E-01,0.514230839
9.73E-01,6.53E-01,2.63E-01,6.00E-01,0.598141053
9.73E-01,6.54E-01,2.63E-01,5.89E-01,0.547846506
9.74E-01,6.43E-01,2.63E-01,5.81E-01,0.509611364
9.74E-01,6.57E-01,2.63E-01,5.74E-01,0.483070939
9.74E-01,6.40E-01,2.62E-01,5.64E-01,0.508928502
9.75E-01,6.43E-01,2.62E-01,5.48E-01,0.448701945
9.75E-01,6.35E-01,2.57E-01,5.31E-01,0.536811008
9.75E-01,6.26E-01,2.18E-01,5.25E-01,0.485390721
9.76E-01,6.28E-01,1.93E-01,5.07E-01,0.453546568
9.76E-01,6.20E-01,2.15E-01,5.04E-01,0.49468731
9.76E-01,6.25E-01,2.61E-01,5.00E-01,0.455827409
9.77E-01,6.26E-01,2.72E-01,5.02E-01,0.473267341
9.77E-01,6.20E-01,2.68E-01,5.06E-01,0.446799081
9.77E-01,6.22E-01,2.62E-01,5.08E-01,0.513518926
9.78E-01,6.06E-01,2.61E-01,5.00E-01,0.456321591
9.78E-01,6.09E-01,2.60E-01,4.93E-01,0.448655896
9.78E-01,6.01E-01,2.58E-01,4.87E-01,0.475405089
9.79E-01,5.98E-01,2.59E-01,4.78E-01,0.430857612
9.79E-01,5.86E-01,2.32E-01,4.73E-01,0.430567562
9.80E-01,5.83E-01,1.97E-01,4.70E-01,0.413808636
9.80E-01,5.78E-01,1.90E-01,4.65E-01,0.434840584
9.80E-01,5.65E-01,2.10E-01,4.62E-01,0.426973074
9.81E-01,5.78E-01,2.66E-01,4.56E-01,0.414977799
9.81E-01,5.81E-01,2.83E-01,4.58E-01,0.455258126
9.81E-01,5.88E-01,2.80E-01,4.58E-01,0.450025791
9.82E-01,5.90E-01,2.75E-01,4.56E-01,0.431190466
9.82E-01,5.94E-01,2.71E-01,4.60E-01,0.423892857
9.82E-01,5.96E-01,2.71E-01,4.60E-01,0.40735429
9.83E-01,5.93E-01,2.68E-01,4.53E-01,0.494808615
9.83E-01,5.81E-01,2.65E-01,4.47E-01,0.441500299
9.83E-01,5.82E-01,2.63E-01,4.39E-01,0.42112927
9.84E-01,5.79E-01,2.60E-01,4.39E-01,0.37082746
9.84E-01,5.68E-01,2.51E-01,4.36E-01,0.392548605
9.84E-01,5.44E-01,2.42E-01,4.22E-01,0.395741627
9.85E-01,5.45E-01,2.36E-01,4.25E-01,0.407156648
9.85E-01,5.36E-01,2.31E-01,4.01E-01,0.397967147
9.85E-01,5.06E-01,2.26E-01,3.74E-01,0.39933766
9.86E-01,4.95E-01,2.22E-01,3.44E-01,0.405754765
9.86E-01,4.96E-01,2.16E-01,3.50E-01,0.402541963
9.86E-01,5.05E-01,2.12E-01,3.55E-01,0.33769624
9.87E-01,5.15E-01,2.10E-01,3.65E-01,0.386846657
9.87E-01,5.47E-01,2.07E-01,3.83E-01,0.344523927
9.87E-01,5.61E-01,2.03E-01,4.02E-01,0.430911851
9.88E-01,5.70E-01,1.99E-01,4.07E-01,0.37767879
9.88E-01,5.92E-01,1.97E-01,4.28E-01,0.37398525
9.89E-01,6.20E-01,1.94E-01,4.55E-01,0.378321783
9.89E-01,6.66E-01,1.93E-01,4.85E-01,0.400420287
9.89E-01,6.84E-01,1.91E-01,5.08E-01,0.359555533
9.90E-01,7.22E-01,1.88E-01,5.37E-01,0.401973607
9.90E-01,7.25E-01,1.85E-01,5.36E-01,0.362869397
9.90E-01,7.26E-01,1.83E-01,5.50E-01,0.369280166
9.91E-01,7.31E-01,1.81E-01,5.66E-01,0.369494497
9.91E-01,7.66E-01,1.81E-01,5.99E-01,0.379138776
9.91E-01,8.52E-01,1.91E-01,6.76E-01,0.353519804
9.92E-01,9.29E-01,1.94E-01,7.31E-01,0.353994825
9.92E-01,9.76E-01,1.92E-01,7.63E-01,0.336051593
9.92E-01,9.96E-01,1.93E-01,7.69E-01,0.36206353
9.93E-01,9.97E-01,1.99E-01,7.66E-01,0.358951017
9.93E-01,1.00E+00,2.16E-01,7.58E-01,0.358284381
9.93E-01,9.90E-01,2.25E-01,7.51E-01,0.304264152
9.93E-01,9.90E-01,2.25E-01,7.51E-01,0.371065897
9.94E-01,9.60E-01,2.33E-01,7.38E-01,0.333667218
9.94E-01,9.65E-01,2.36E-01,7.29E-01,0.359881897
9.94E-01,9.56E-01,2.47E-01,7.16E-01,0.336230382
9.95E-01,9.32E-01,2.35E-01,7.09E-01,0.37519629
9.95E-01,9.24E-01,1.70E-01,6.97E-01,0.390948771
9.95E-01,8.88E-01,1.02E-01,6.75E-01,0.370483789
9.96E-01,8.70E-01,1.00E-01,6.71E-01,0.360317822
9.96E-01,8.72E-01,1.31E-01,6.64E-01,0.326573741
9.97E-01,8.62E-01,2.44E-01,6.53E-01,0.313723615
9.97E-01,8.71E-01,3.11E-01,6.57E-01,0.379801548
9.97E-01,8.83E-01,3.18E-01,6.60E-01,0.294900034
9.98E-01,8.69E-01,3.05E-01,6.55E-01,0.365274787
9.98E-01,8.54E-01,2.93E-01,6.46E-01,0.340018494
9.98E-01,8.43E-01,2.86E-01,6.34E-01,0.364013526
9.99E-01,8.19E-01,2.82E-01,6.20E-01,0.338611512
9.99E-01,8.04E-01,2.78E-01,6.08E-01,0.332857952
9.99E-01,7.76E-01,2.77E-01,5.88E-01,0.350534931
1.00E+00,7.64E-01,2.58E-01,5.75E-01,0.337685732
1.00E+00,7.33E-01,2.07E-01,5.63E-01,0.281818423
0.00E+00,7.24E-01,1.89E-01,5.50E-01,0.341088449
3.47E-04,7.18E-01,2.84E-01,5.52E-01,0.38033019
6.95E-04,7.21E-01,3.17E-01,5.47E-01,0.320817555
1.04E-03,7.25E-01,3.13E-01,5.52E-01,0.421560095
1.39E-03,7.35E-01,3.06E-01,5.55E-01,0.306661198
1.74E-03,7.13E-01,3.03E-01,5.50E-01,0.284171738
2.08E-03,7.10E-01,3.03E-01,5.44E-01,0.314195699
2.43E-03,6.88E-01,3.01E-01,5.29E-01,0.338219628
